Country,Admin 1,Admin 2,Market Name,Commodity,Price Type,Price Date,Collection Frequency,Price,Unit,Currency,Data Source,Trend,Pewi,ALPS Phase,Data Type,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Ethiopia,Oromia,E. HARERGE,Beddenno,Wage (casual labour),Retail,15/11/2024,Monthly,300.0,Day,ETB,WFP,337.2371,-1.9709,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wage (casual labour),Retail,15/01/2025,Monthly,300.0,Day,ETB,WFP,354.3719,-2.6509,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wage (casual labour),Retail,15/02/2025,Monthly,400.0,Day,ETB,WFP,372.8313,1.3099,Alert,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wage (casual labour),Retail,15/03/2025,Monthly,400.0,Day,ETB,WFP,376.3396,1.1336,Alert,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/04/2024,Monthly,7000.0,100 KG,ETB,WFP,6570.1265,0.4569,Stress,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/05/2024,Monthly,6800.0,100 KG,ETB,WFP,6500.7354,0.321,Stress,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/06/2024,Monthly,6500.0,100 KG,ETB,WFP,6160.3774,0.3673,Stress,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/07/2024,Monthly,7500.0,100 KG,ETB,WFP,6810.5327,0.7477,Stress,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/08/2024,Monthly,6750.0,100 KG,ETB,WFP,7133.6987,-0.4192,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/09/2024,Monthly,7500.0,100 KG,ETB,WFP,7996.104,-0.5452,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/10/2024,Monthly,7000.0,100 KG,ETB,WFP,7889.8765,-0.9756,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/11/2024,Monthly,7500.0,100 KG,ETB,WFP,7909.647,-0.4522,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/01/2025,Monthly,7000.0,100 KG,ETB,WFP,7447.1611,-0.4967,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/02/2025,Monthly,7000.0,100 KG,ETB,WFP,7310.0518,-0.3471,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat (white),Retail,15/03/2025,Monthly,7000.0,100 KG,ETB,WFP,7457.9932,-0.5156,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/04/2024,Monthly,9500.0,100 KG,ETB,WFP,9356.2715,0.2176,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/05/2024,Monthly,9000.0,100 KG,ETB,WFP,9579.085,-0.8759,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/06/2024,Monthly,10000.0,100 KG,ETB,WFP,9773.1133,0.3461,Stress,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/07/2024,Monthly,9000.0,100 KG,ETB,WFP,9687.5742,-1.0441,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/08/2024,Monthly,9000.0,100 KG,ETB,WFP,9855.2051,-1.2809,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/09/2024,Monthly,9000.0,100 KG,ETB,WFP,9973.5068,-1.4334,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/10/2024,Monthly,9000.0,100 KG,ETB,WFP,10020.4941,-1.4755,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/11/2024,Monthly,9000.0,100 KG,ETB,WFP,10067.7646,-1.5143,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/01/2025,Monthly,10000.0,100 KG,ETB,WFP,9814.4688,0.2653,Stress,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/02/2025,Monthly,9000.0,100 KG,ETB,WFP,10061.168,-1.4918,Normal,Aggregated,,,
Ethiopia,Oromia,E. HARERGE,Beddenno,Wheat flour,Retail,15/03/2025,Monthly,9500.0,100 KG,ETB,WFP,10399.6074,-1.2527,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (fava),Retail,15/06/2024,Monthly,6200.0,100 KG,ETB,WFP,6594.0869,-0.7462,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (fava),Retail,15/07/2024,Monthly,6400.0,100 KG,ETB,WFP,7051.0703,-1.2156,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (fava),Retail,15/08/2024,Monthly,6500.0,100 KG,ETB,WFP,7032.8252,-0.9886,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (fava),Retail,15/01/2025,Monthly,7500.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (fava),Retail,15/02/2025,Monthly,7500.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (fava),Retail,15/03/2025,Monthly,8000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (haricot),Retail,15/04/2024,Monthly,6400.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (haricot),Retail,15/05/2024,Monthly,6400.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (haricot),Retail,15/09/2024,Monthly,6500.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (haricot),Retail,15/10/2024,Monthly,6700.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Beans (haricot),Retail,15/11/2024,Monthly,6800.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/04/2024,Monthly,450.0,KG,ETB,WFP,548.5154,-1.6114,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/05/2024,Monthly,450.0,KG,ETB,WFP,565.4636,-1.7946,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/06/2024,Monthly,450.0,KG,ETB,WFP,547.3906,-1.4758,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/07/2024,Monthly,450.0,KG,ETB,WFP,564.4572,-1.6762,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/08/2024,Monthly,470.0,KG,ETB,WFP,547.5416,-1.1241,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/09/2024,Monthly,450.0,KG,ETB,WFP,543.3127,-1.3318,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/10/2024,Monthly,450.0,KG,ETB,WFP,555.7669,-1.4776,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/11/2024,Monthly,470.0,KG,ETB,WFP,553.8135,-1.1594,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/01/2025,Monthly,450.0,KG,ETB,WFP,542.1134,-1.2579,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/02/2025,Monthly,450.0,KG,ETB,WFP,538.4999,-1.1964,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Coffee,Retail,15/03/2025,Monthly,450.0,KG,ETB,WFP,564.1497,-1.5075,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/04/2024,Monthly,20000.0,100 KG,ETB,WFP,20843.5684,-0.3934,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/05/2024,Monthly,22000.0,100 KG,ETB,WFP,22548.7188,-0.2585,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/06/2024,Monthly,22000.0,100 KG,ETB,WFP,21712.0664,0.1371,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/07/2024,Monthly,22000.0,100 KG,ETB,WFP,21552.2734,0.2153,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/08/2024,Monthly,20000.0,100 KG,ETB,WFP,20847.2852,-0.4107,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/09/2024,Monthly,18000.0,100 KG,ETB,WFP,21590.3906,-1.689,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/10/2024,Monthly,18000.0,100 KG,ETB,WFP,21330.3691,-1.5325,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/11/2024,Monthly,20000.0,100 KG,ETB,WFP,21448.3105,-0.6692,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/01/2025,Monthly,23000.0,100 KG,ETB,WFP,23125.3105,-0.0585,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/02/2025,Monthly,23000.0,100 KG,ETB,WFP,22185.9121,0.3828,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Groundnuts,Retail,15/03/2025,Monthly,23000.0,100 KG,ETB,WFP,24840.7266,-0.8655,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/04/2024,Monthly,12000.0,100 KG,ETB,WFP,11345.2383,0.6215,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/05/2024,Monthly,13000.0,100 KG,ETB,WFP,12095.2383,0.8588,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/06/2024,Monthly,13000.0,100 KG,ETB,WFP,12095.2383,0.8588,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/07/2024,Monthly,13000.0,100 KG,ETB,WFP,12095.2383,0.8588,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/08/2024,Monthly,13000.0,100 KG,ETB,WFP,13000.0,0.0,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/09/2024,Monthly,13000.0,100 KG,ETB,WFP,12375.0,0.5976,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/10/2024,Monthly,14000.0,100 KG,ETB,WFP,12923.9131,0.9976,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/11/2024,Monthly,14000.0,100 KG,ETB,WFP,13447.917,0.5177,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/01/2025,Monthly,14000.0,100 KG,ETB,WFP,13861.1113,0.1333,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/02/2025,Monthly,14000.0,100 KG,ETB,WFP,12993.2432,0.9469,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Lentils,Retail,15/03/2025,Monthly,14500.0,100 KG,ETB,WFP,14179.167,0.3075,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/04/2024,Monthly,26000.0,Head,ETB,WFP,26121.5762,-0.035,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/05/2024,Monthly,24000.0,Head,ETB,WFP,25126.8555,-0.327,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/06/2024,Monthly,24500.0,Head,ETB,WFP,25539.7676,-0.3047,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/07/2024,Monthly,25000.0,Head,ETB,WFP,23235.9141,0.5204,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/08/2024,Monthly,22000.0,Head,ETB,WFP,24268.3828,-0.6716,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/09/2024,Monthly,25000.0,Head,ETB,WFP,24925.6445,0.0222,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/10/2024,Monthly,22000.0,Head,ETB,WFP,23776.6465,-0.5348,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/11/2024,Monthly,24000.0,Head,ETB,WFP,24564.043,-0.1714,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/01/2025,Monthly,29000.0,Head,ETB,WFP,27602.9043,0.4278,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/02/2025,Monthly,30000.0,Head,ETB,WFP,27694.248,0.7084,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (bull),Retail,15/03/2025,Monthly,30000.0,Head,ETB,WFP,29688.627,0.0965,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/04/2024,Monthly,5000.0,Head,ETB,WFP,4379.8418,1.7515,Alert,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/05/2024,Monthly,4500.0,Head,ETB,WFP,4568.2754,-0.1948,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/06/2024,Monthly,4200.0,Head,ETB,WFP,4489.022,-0.8252,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/07/2024,Monthly,4000.0,Head,ETB,WFP,4197.457,-0.5672,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/08/2024,Monthly,3500.0,Head,ETB,WFP,4099.0566,-1.6653,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/09/2024,Monthly,3600.0,Head,ETB,WFP,4369.645,-2.0385,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/10/2024,Monthly,3400.0,Head,ETB,WFP,4183.2959,-1.9852,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/11/2024,Monthly,4000.0,Head,ETB,WFP,4533.4922,-1.3341,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/01/2025,Monthly,7000.0,Head,ETB,WFP,5467.647,3.3103,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/02/2025,Monthly,5500.0,Head,ETB,WFP,5081.7354,0.9031,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Goat),Retail,15/03/2025,Monthly,6000.0,Head,ETB,WFP,5292.9902,1.4986,Alert,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/04/2024,Monthly,4500.0,Head,ETB,WFP,4019.071,1.4307,Alert,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/05/2024,Monthly,4000.0,Head,ETB,WFP,3996.1389,0.0116,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/06/2024,Monthly,3500.0,Head,ETB,WFP,4008.1643,-1.4929,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/07/2024,Monthly,3000.0,Head,ETB,WFP,3699.2783,-1.9613,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/08/2024,Monthly,2500.0,Head,ETB,WFP,3504.717,-2.5558,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/09/2024,Monthly,3000.0,Head,ETB,WFP,3928.0474,-2.2227,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/10/2024,Monthly,3200.0,Head,ETB,WFP,3792.9609,-1.3974,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/11/2024,Monthly,3800.0,Head,ETB,WFP,4134.2856,-0.7892,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/01/2025,Monthly,6000.0,Head,ETB,WFP,4773.5293,2.6587,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/02/2025,Monthly,5000.0,Head,ETB,WFP,4540.6392,0.9933,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Livestock (Sheep),Retail,15/03/2025,Monthly,5000.0,Head,ETB,WFP,4603.0288,0.8586,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/04/2024,Monthly,5000.0,100 KG,ETB,WFP,3308.2649,2.7017,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/05/2024,Monthly,4500.0,100 KG,ETB,WFP,3342.7751,1.8303,Alert,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/06/2024,Monthly,5000.0,100 KG,ETB,WFP,3316.1736,2.602,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/07/2024,Monthly,5500.0,100 KG,ETB,WFP,3431.4575,3.0914,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/09/2024,Monthly,5000.0,100 KG,ETB,WFP,3505.8884,2.2001,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/10/2024,Monthly,5000.0,100 KG,ETB,WFP,3550.0957,2.107,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/11/2024,Monthly,5000.0,100 KG,ETB,WFP,3566.1091,2.0581,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/01/2025,Monthly,5000.0,100 KG,ETB,WFP,3502.0247,2.1221,Crisis,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/02/2025,Monthly,4200.0,100 KG,ETB,WFP,3424.7271,1.0971,Alert,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Maize (white),Retail,15/03/2025,Monthly,4000.0,100 KG,ETB,WFP,3665.3896,0.4747,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/04/2024,Monthly,80.0,L,ETB,WFP,82.7762,-0.2719,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/05/2024,Monthly,90.0,L,ETB,WFP,93.11,-0.3076,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/06/2024,Monthly,80.0,L,ETB,WFP,88.0405,-0.7964,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/07/2024,Monthly,70.0,L,ETB,WFP,86.3109,-1.5733,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/08/2024,Monthly,80.0,L,ETB,WFP,88.4754,-0.8168,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/09/2024,Monthly,85.0,L,ETB,WFP,89.1182,-0.4001,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/11/2024,Monthly,75.0,L,ETB,WFP,83.8286,-0.858,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/01/2025,Monthly,90.0,L,ETB,WFP,90.1096,-0.0108,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/02/2025,Monthly,90.0,L,ETB,WFP,88.7114,0.1277,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Milk,Retail,15/03/2025,Monthly,90.0,L,ETB,WFP,94.3556,-0.4349,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/04/2024,Monthly,200.0,L,ETB,WFP,242.2609,-1.5257,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/05/2024,Monthly,200.0,L,ETB,WFP,250.3079,-1.7377,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/06/2024,Monthly,200.0,L,ETB,WFP,245.8276,-1.5408,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/07/2024,Monthly,230.0,L,ETB,WFP,243.7503,-0.4659,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/08/2024,Monthly,250.0,L,ETB,WFP,251.6164,-0.0554,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/09/2024,Monthly,260.0,L,ETB,WFP,263.1265,-0.1082,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/10/2024,Monthly,270.0,L,ETB,WFP,265.1257,0.1704,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/11/2024,Monthly,270.0,L,ETB,WFP,261.6054,0.296,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/01/2025,Monthly,230.0,L,ETB,WFP,259.1437,-1.024,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/02/2025,Monthly,230.0,L,ETB,WFP,260.2112,-1.057,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Oil (vegetable),Retail,15/03/2025,Monthly,300.0,L,ETB,WFP,276.1924,0.8336,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/04/2024,Monthly,140.0,KG,ETB,WFP,136.6622,0.2015,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/05/2024,Monthly,140.0,KG,ETB,WFP,137.8266,0.1327,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/06/2024,Monthly,140.0,KG,ETB,WFP,139.2738,0.0448,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/07/2024,Monthly,180.0,KG,ETB,WFP,162.0311,1.1018,Alert,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/08/2024,Monthly,170.0,KG,ETB,WFP,158.0234,0.7353,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/09/2024,Monthly,180.0,KG,ETB,WFP,171.2273,0.542,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/10/2024,Monthly,180.0,KG,ETB,WFP,165.4286,0.8995,Stress,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/11/2024,Monthly,200.0,KG,ETB,WFP,174.8649,1.5189,Alert,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/01/2025,Monthly,150.0,KG,ETB,WFP,167.1875,-1.0346,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/02/2025,Monthly,140.0,KG,ETB,WFP,159.0891,-1.1413,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,Pasta,Retail,15/03/2025,Monthly,150.0,KG,ETB,WFP,161.801,-0.7079,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/04/2024,Monthly,8000.0,100 KG,ETB,WFP,8515.0215,-0.5157,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/05/2024,Monthly,7500.0,100 KG,ETB,WFP,8809.623,-1.288,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/06/2024,Monthly,7000.0,100 KG,ETB,WFP,8275.3984,-1.2383,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/07/2024,Monthly,6100.0,100 KG,ETB,WFP,8335.7197,-2.0566,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/08/2024,Monthly,6000.0,100 KG,ETB,WFP,7682.5503,-1.5088,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/09/2024,Monthly,6300.0,100 KG,ETB,WFP,8236.7295,-1.6855,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/10/2024,Monthly,6500.0,100 KG,ETB,WFP,8171.5977,-1.4291,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/11/2024,Monthly,6500.0,100 KG,ETB,WFP,8134.8604,-1.3764,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/01/2025,Monthly,8500.0,100 KG,ETB,WFP,8495.1318,0.0041,Normal,Aggregated,,,
Ethiopia,Oromia,W. HARERGE,Bedessa,"Peas (split, dry)",Retail,15/02/2025,Monthly,8500.0,100 KG,ETB,WFP,8432.5977,0.0578,Normal,Aggregated,,,
